Dimension,ERank,MaxRank
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
6,97.90326026169221,293
6,97.90326026169221,293
6,97.57669625413843,291
6,97.90326026169221,293
6,97.90326026169221,293
6,97.57669625413843,291
6,97.74011429730794,292
6,97.4130047663876,290
6,97.57669625413843,291
6,97.90326026169221,293
6,98.06613550175524,294
6,97.90326026169221,293
6,97.90326026169221,293
6,97.74011429730794,292
6,97.74011429730794,292
6,97.90326026169221,293
6,97.74011429730794,292
6,97.74011429730794,292
6,97.90326026169221,293
6,97.74011429730794,292
6,97.74011429730794,292
6,97.57669625413843,291
6,97.4130047663876,290
6,97.90326026169221,293
6,97.57669625413843,291
6,97.57669625413843,291
6,97.57669625413843,291
6,97.74011429730794,292
6,97.74011429730794,292
6,97.74011429730794,292
7,195.11164839814342,485
7,195.19099262760298,487
7,195.19099262760298,487
7,194.90879016589693,487
7,195.65310822144232,488
7,195.01075790027556,486
7,196.03516504439258,487
7,195.01075790027556,486
7,195.75417831727907,487
7,194.72880751700094,486
7,194.54865853196523,485
7,195.29230163870903,486
7,195.01075790027556,486
7,196.21598712935764,488
7,195.934749598331,488
7,195.57344048670134,486
7,195.19099262760298,487
7,195.65310822144232,488
7,196.39664290114416,489
7,195.19099262760298,487
7,196.11515478943545,489
7,194.36834274876273,484
7,195.934749598331,488
7,195.29230163870903,486
7,195.75417831727907,487
7,194.36834274876273,484
7,195.65310822144232,488
7,195.57344048670134,486
7,194.83035661147727,485
7,194.54865853196523,485
8,273.03111476242503,512
8,271.71755092931255,512
8,272.13162769286674,512
8,272.8596344676949,512
8,272.3745126887556,512
8,272.61718142148123,512
8,273.6164490370678,512
8,272.05939339698295,512
8,272.4457464362179,512
8,271.96049927683936,512
8,271.96049927683936,512
8,271.96049927683936,512
8,272.5456868814955,512
8,270.96127566151,512
8,272.95972857512936,512
8,272.6880464032095,512
8,272.3745126887556,512
8,271.54646841844067,512
8,272.788508733577,512
8,271.3752781186239,512
8,272.2742035745249,512
8,271.3752781186239,512
8,272.20323091952235,512
8,271.3034565104111,512
8,271.61791919336906,512
8,272.3745126887556,512
8,272.788508733577,512
8,272.6880464032095,512
8,272.3745126887556,512
8,272.4457464362179,512
9,353.6125351143075,698
9,355.11281394028646,702
9,354.1044622052307,701
9,355.69923120074327,702
9,354.69616930981135,702
9,354.9120969250494,701
9,355.1976521591649,702
9,354.30503200651975,702
9,353.57820787410606,701
9,354.4837357801261,699
9,354.2945527774565,700
9,354.0290427784629,698
9,353.5925449501162,699
9,355.61973280746804,703
9,354.6210770156081,699
9,354.69616930981135,702
9,354.1044622052307,701
9,355.41910106196684,702
9,355.09230497959277,703
9,355.02755323526435,702
9,354.6210770156081,699
9,355.1976521591649,702
9,354.440629471497,697
9,355.3290912897146,701
9,354.99678196450316,701
9,354.4897783018365,700
9,352.9047201562014,696
9,354.38482520510905,701
9,353.6125351143075,698
9,354.4051736265281,700
10,442.112086442329,898
10,441.2573632917382,894
10,443.28791774710396,900
10,441.78634928286243,898
10,442.1936245513522,897
10,441.6320210251332,897
10,442.86641145737804,900
10,444.03574300302586,901
10,442.577513687239,899
10,442.31286640046983,898
10,441.32943210483234,896
10,442.8539956927981,898
10,443.93061658985914,900
10,444.5206630003266,902
10,440.4990070910798,894
10,444.83035239504653,902
10,442.05343188581685,898
10,444.4693551429775,901
10,441.8699271484911,895
10,442.2019612232562,898
10,443.28791774710396,900
10,441.49561277186785,899
10,440.2482969027527,894
10,443.66226956166736,900
10,443.80392519523883,899
10,441.4299406642394,898
10,444.3002081340572,900
10,442.90069409121185,901
10,442.4764184624807,897
10,443.34936862235907,899
11,531.0826295555659,1079
11,532.4484433166971,1082
11,532.9273606202255,1082
11,531.3124603887604,1079
11,531.3061878912946,1081
11,530.2532407065919,1076
11,532.8479357949457,1080
11,530.6148184850214,1078
11,533.9990638643762,1087
11,530.3912829678004,1078
11,530.7832193572569,1075
11,532.2431058776144,1082
11,528.754247842597,1074
11,534.6229984248662,1084
11,530.6298919644747,1077
11,530.2865500944656,1074
11,530.9220654116945,1078
11,534.3752582308448,1087
11,530.8545826029315,1077
11,532.656412831463,1084
11,531.1225799965795,1078
11,532.1276731359504,1080
11,531.4665314995021,1080
11,527.4915498954787,1071
11,530.7405223893646,1081
11,531.284547206693,1079
11,529.7637285246394,1075
11,531.8703120306197,1082
11,532.0967754970275,1081
11,530.6840064155326,1077
12,611.2527705015899,1221
12,612.7014441888746,1232
12,607.3323912996175,1208
12,610.3427983029784,1215
12,608.24900345112,1216
12,611.0836139818953,1221
12,609.4162097926279,1218
12,611.9885638532785,1225
12,608.9115023544061,1214
12,607.4198844482145,1209
12,609.4144871124645,1214
12,607.6125224972493,1211
12,605.3807263653995,1205
12,610.9846177085212,1219
12,607.1407347996108,1212
12,613.5469750597409,1225
12,613.1360964587551,1223
12,603.2286086370933,1203
12,608.7168936552036,1216
12,608.8339126703079,1213
12,609.7780287893393,1214
12,611.3672599575293,1224
12,608.6012485612052,1211
12,605.5848272822846,1207
12,612.4433127542667,1224
12,607.51328984805,1210
12,611.1297522208569,1223
12,609.7988522697602,1217
12,607.2465320556062,1211
12,604.4849898897355,1204
