run_idx,separation,flatness
0,0.006135923151542565,119.78346988751673
0,0.01227184630308513,19.41874013688435
0,0.018407769454627694,9.474305171139466
0,0.02454369260617026,6.923554711866705
0,0.030679615757712823,5.785541898945283
0,0.03681553890925539,5.152251234385396
0,0.04295146206079795,4.766119664200343
0,0.04908738521234052,4.496237264131833
0,0.05522330836388308,4.28981731078268
0,0.06135923151542565,4.142437022916816
0,0.0674951546669682,4.044016905563251
0,0.07363107781851078,3.9735536323002516
0,0.07976700097005335,3.919343043441322
0,0.0859029241215959,3.880211796039863
0,0.09203884727313846,3.8502557247953964
0,0.09817477042468103,3.816913019263627
0,0.1043106935762236,3.775142421352063
0,0.11044661672776616,3.733434868177477
0,0.11658253987930872,3.6987136857726544
0,0.1227184630308513,3.669705568350043
0,0.12885438618239387,3.6445599986396306
0,0.1349903093339364,3.6242316090686875
0,0.14112623248547898,3.608402934519204
0,0.14726215563702155,3.5940819562114052
0,0.15339807878856412,3.5795641586559643
0,0.1595340019401067,3.5665074304464612
0,0.16566992509164924,3.5560025060926725
0,0.1718058482431918,3.5469412690126303
0,0.17794177139473438,3.5386415006226977
0,0.18407769454627693,3.5317439383680314
0,0.1902136176978195,3.5252819249674086
0,0.19634954084936207,3.5154805541087324
0,0.20248546400090464,3.5002792935830955
0,0.2086213871524472,3.482907618219953
0,0.21475731030398976,3.466878697194521
0,0.22089323345553233,3.4527369647483845
0,0.2270291566070749,3.439998484163536
0,0.23316507975861744,3.4288707536647762
0,0.23930100291016002,3.4192867628749957
0,0.2454369260617026,3.4103091615575165
0,0.25157284921324513,3.4013180167877346
0,0.25770877236478773,3.392985329557153
0,0.2638446955163303,3.3858247148994383
0,0.2699806186678728,3.3795131501744287
0,0.2761165418194154,3.3737605206419436
0,0.28225246497095796,3.3688550693458037
0,0.28838838812250056,3.3647042251305406
0,0.2945243112740431,3.360382322851669
0,0.30066023442558565,3.355235023286478
0,0.30679615757712825,3.3499732471761345
0,0.3129320807286708,3.345294825068009
0,0.3190680038802134,3.3410578785968776
0,0.32520392703175593,3.337043415257748
0,0.3313398501832985,3.333523795981161
0,0.3374757733348411,3.3306166566856357
0,0.3436116964863836,3.327909430409463
0,0.34974761963792617,3.325092208632335
0,0.35588354278946877,3.3225817721383692
0,0.3620194659410113,3.3206949225103854
0,0.36815538909255385,3.319163042011214
0,0.37429131224409645,3.317675111112441
0,0.380427235395639,3.316246168897055
0,0.3865631585471816,3.3142936191121644
0,0.39269908169872414,3.3101383676496665
0,0.3988350048502667,3.30273833415919
0,0.4049709280018093,3.2934036499319204
0,0.4111068511533518,3.2838589632999047
0,0.4172427743048944,3.2746991071317297
0,0.42337869745643697,3.2659910383942945
0,0.4295146206079795,3.258006170125104
0,0.4356505437595221,3.2508462075212483
0,0.44178646691106466,3.244203126632564
0,0.4479223900626072,3.2377954936586812
0,0.4540583132141498,3.2318271300226766
0,0.46019423636569234,3.226493659427419
0,0.4663301595172349,3.221694104153575
0,0.4724660826687775,3.217323801505968
0,0.47860200582032003,3.2134923891187475
0,0.48473792897186263,3.21013683929774
