Dimension,ERank,MaxRank
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
6,90.09413373318714,247
6,89.91685921113145,246
6,89.91685921113145,246
6,90.27106108525243,248
6,90.27106108525243,248
6,90.44764329904058,249
6,90.44764329904058,249
6,90.27106108525243,248
6,90.27106108525243,248
6,90.44764329904058,249
6,90.44764329904058,249
6,90.09413373318714,247
6,90.09413373318714,247
6,90.44764329904058,249
6,90.09413373318714,247
6,90.27106108525243,248
6,90.09413373318714,247
6,90.27106108525243,248
6,90.27106108525243,248
6,90.27106108525243,248
6,90.09413373318714,247
6,90.27106108525243,248
6,90.27106108525243,248
6,90.62388238652511,250
6,90.09413373318714,247
6,90.09413373318714,247
6,90.27106108525243,248
6,90.27106108525243,248
6,89.91685921113145,246
6,90.44764329904058,249
7,162.53057487761788,373
7,162.26181089720745,373
7,162.26181089720745,373
7,162.14912996379132,371
7,162.14912996379132,371
7,161.9580710294742,370
7,162.14912996379132,371
7,162.07150088663133,372
7,162.53057487761788,373
7,162.14912996379132,371
7,162.07150088663133,372
7,161.8809674206074,371
7,162.07150088663133,372
7,162.14912996379132,371
7,162.79889570178076,373
7,162.33996431647205,372
7,162.60798506215843,372
7,162.53057487761788,373
7,162.07150088663133,372
7,162.60798506215843,372
7,162.07150088663133,372
7,161.8809674206074,371
7,162.14912996379132,371
7,162.53057487761788,373
7,162.79889570178076,373
7,162.79889570178076,373
7,162.22549061031032,370
7,162.79889570178076,373
7,162.14912996379132,371
7,162.14912996379132,371
8,228.57852150373202,477
8,227.36617589555433,473
8,228.78608197617254,476
8,228.26208468579435,477
8,228.73657587140758,478
8,229.52376509844723,477
8,227.73688262069695,477
8,228.42035785086313,477
8,228.5242334097854,476
8,228.5242334097854,476
8,228.5242334097854,476
8,228.99927272611873,479
8,228.1577248857423,477
8,228.99927272611873,479
8,228.84103577536428,478
8,228.84103577536428,477
8,228.6826894123439,476
8,228.94472060550228,476
8,228.99927272611873,478
8,229.26166879151322,479
8,228.1577248857423,476
8,229.41997880248465,479
8,228.6826894123439,477
8,228.6826894123439,476
8,227.73688262069695,475
8,229.41997880248465,479
8,227.73688262069695,476
8,228.6826894123439,476
8,227.84143504124293,476
8,227.99963476961273,477
9,282.89175529303327,512
9,283.2957587505878,512
9,281.93822108444533,512
9,282.19689332433717,512
9,280.5448551580818,512
9,281.4206710495621,512
9,281.6387560809663,512
9,281.2120643295328,512
9,283.2957587505878,512
9,281.171441629668,512
9,281.5705592568447,512
9,281.35292888425266,512
9,282.31020921309084,512
9,281.8379281339168,512
9,282.01493631350525,512
9,282.2654447528057,512
9,283.1097163814857,512
9,282.4189294902722,512
9,281.8657908646471,512
9,281.9339163115501,512
9,281.93822108444533,512
9,283.11375111624244,512
9,282.0060758839457,512
9,282.1154194299965,512
9,283.0088293275229,512
9,280.8401476449624,512
9,281.8657908646471,512
9,281.6737354075722,512
9,281.719354092436,512
9,283.0403603928534,512
10,329.52180436034877,579
10,331.16473818243975,584
10,330.6921936659126,584
10,328.9618283979015,580
10,330.5606749618731,581
10,329.2101493919073,578
10,330.52532984255436,580
10,330.76548887054736,581
10,330.5880790050341,580
10,330.55160277828844,582
10,329.3439145048287,579
10,329.7704616617062,579
10,329.4423537002565,580
10,329.6453983455614,580
10,329.3623148165035,580
10,331.51036546181194,583
10,330.8363128826237,580
10,330.1709137273577,579
10,328.67891668134075,578
10,330.490169986179,579
10,329.9931843294764,579
10,330.1264430324115,579
10,330.1262537826165,580
10,329.37123006187835,579
10,329.0858224603047,578
10,329.2735285713791,580
10,330.1434750698891,579
10,330.5623759685878,579
10,330.06379542617776,579
10,331.00528497102124,582
11,376.0143276443766,668
11,376.5989322778584,669
11,374.2314401424273,667
11,374.3722531702045,667
11,377.91286095519314,671
11,376.71468287377684,673
11,376.1131292194949,667
11,375.0890001052712,672
11,373.10406529685673,662
11,376.0023633603682,669
11,372.39707091850306,662
11,374.2994049910638,666
11,374.6526828105587,666
11,375.4899052037893,666
11,376.06144254406007,670
11,376.75994127080435,671
11,375.60703252422894,667
11,374.8489032179835,667
11,377.53026949445047,675
11,374.00430647951447,665
11,375.28558441555634,668
11,375.58307763391866,666
11,373.167472837344,660
11,376.48875186034473,673
11,375.3046748458391,666
11,373.81432874006697,667
11,376.83172438860174,675
11,375.609841948333,670
11,376.78765382762043,671
11,376.38754037106474,671
12,415.9983177086856,738
12,415.24143785564945,737
12,412.79346083463014,734
12,413.3061078407023,735
12,418.1597398746361,743
12,415.3396586749974,733
12,413.28554643334877,732
12,415.3998315282429,738
12,409.7934129746395,726
12,411.82536945422333,727
12,410.7369627966772,730
12,408.5592835113357,726
12,415.36084051327657,735
12,415.0508280131431,737
12,417.02912868798586,742
12,410.310782022108,731
12,410.69460804640363,728
12,411.074062897939,728
12,412.0365186440028,727
12,417.58482136653976,742
12,409.25743550105256,720
12,412.86659671212914,733
12,412.85424686034924,736
12,413.16905279732515,732
12,413.4752773075275,731
12,411.74075806068333,730
12,410.0518133569549,723
12,410.84952244770693,725
12,412.1324708219845,730
12,413.113395233018,729
