Dimension,ERank,MaxRank
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
5,41.01209500456691,64
6,87.03151293372497,230
6,87.2146357106688,231
6,87.2146357106688,231
6,86.84800514363116,229
6,86.84800514363116,229
6,86.84800514363116,229
6,86.84800514363116,229
6,87.39737588770129,232
6,87.39737588770129,232
6,87.03151293372497,230
6,87.03151293372497,230
6,87.03151293372497,230
6,86.84800514363116,229
6,87.2146357106688,231
6,87.03151293372497,230
6,87.39737588770129,232
6,87.2146357106688,231
6,86.84800514363116,229
6,86.84800514363116,229
6,86.84800514363116,229
6,87.03151293372497,230
6,87.2146357106688,231
6,87.2146357106688,231
6,86.84800514363116,229
6,87.2146357106688,231
6,87.2146357106688,231
6,87.39737588770129,232
6,87.39737588770129,232
6,87.2146357106688,231
6,87.2146357106688,231
7,152.54567096975285,346
7,152.88964693930154,345
7,152.88964693930154,345
7,152.6222496889769,345
7,151.70339035057776,343
7,153.19634936985952,348
7,153.08157097316038,346
7,151.89483883419584,344
7,152.3543837456007,345
7,151.70339035057776,343
7,153.34881959819816,346
7,152.6222496889769,345
7,152.0860466359279,345
7,153.00522184312126,347
7,152.6222496889769,345
7,152.0860466359279,345
7,151.89483883419584,344
7,152.6222496889769,345
7,153.08157097316038,346
7,152.54567096975285,346
7,151.70339035057776,343
7,152.3543837456007,345
7,152.3543837456007,345
7,152.69748199365483,344
7,152.54567096975285,346
7,152.81385558177405,346
7,153.00522184312126,347
7,152.3543837456007,345
7,152.54567096975285,346
7,151.31976768725593,341
8,214.00155641457798,447
8,212.7406553722378,448
8,213.16100252897337,446
8,212.89911608076974,447
8,213.21568447273236,450
8,212.89911608076974,446
8,214.6356326175304,451
8,213.47796298214473,449
8,213.89841948964963,448
8,214.5805361349324,449
8,213.31954157899756,448
8,212.7406553722378,448
8,214.00155641457798,449
8,213.21568447273236,449
8,214.00155641457798,448
8,214.0568018059646,449
8,213.05745902688093,448
8,213.63626699993304,448
8,214.37321566552606,451
8,212.7406553722378,447
8,213.37379267951385,449
8,214.0568018059646,450
8,212.0581224393921,446
8,213.05745902688093,450
8,212.478643128254,448
8,212.478643128254,448
8,213.7399199027463,449
8,212.7406553722378,447
8,213.11099534019027,450
8,212.89911608076974,448
9,266.54747769115505,511
9,267.09303192925694,511
9,267.6164011623661,511
9,267.2712526614854,511
9,266.74292443451213,510
9,266.9641687200095,511
9,265.89047665927666,510
9,266.2634230429691,511
9,265.9618866966272,510
9,266.01959133474423,510
9,267.0580150908408,511
9,267.10612865159493,511
9,268.99416129547944,511
9,266.1435469028467,511
9,267.7465504377293,511
9,266.6947453843148,510
9,266.44541364648,510
9,266.4585421828947,510
9,267.794540358111,511
9,267.04010394163555,510
9,267.8124010779198,512
9,267.9483168092527,511
9,268.24575844951823,511
9,266.1261107548424,510
9,268.11425376199924,511
9,266.4762244958687,511
9,266.13925503388316,510
9,266.7022404745602,511
9,267.62733826921703,511
9,268.7206618342155,511
10,311.59665568819827,549
10,313.8206810102528,553
10,312.38882469419036,550
10,313.2803136514938,554
10,313.2051224347756,553
10,312.87402655598106,549
10,312.33722271659,551
10,313.38598963990285,552
10,314.3901278158032,555
10,312.3542243093793,552
10,313.7922114188569,554
10,311.8686147183004,551
10,311.2991731545447,547
10,312.4934025693167,550
10,313.337542618717,553
10,313.19355295368507,553
10,310.5585457905547,546
10,311.1472130627652,550
10,312.2145838266286,550
10,311.79127983321297,551
10,311.8529890072235,550
10,314.4346376285288,554
10,312.6011431748094,552
10,313.82645424888767,553
10,313.26774979646774,553
10,311.74098183352993,550
10,310.4321857564914,547
10,312.51019575535884,549
10,312.7462045314995,550
10,315.1693317362227,554
11,360.23503591839153,650
11,356.72655990581785,640
11,359.96436108743796,649
11,356.9335656935763,641
11,356.921584421116,644
11,356.1163616442551,637
11,355.70049807915086,639
11,357.72328744514726,644
11,356.9295201140686,643
11,355.6525606197901,640
11,356.08735278087164,640
11,356.5689682490089,643
11,356.43062886567577,641
11,360.33692969845225,648
11,352.52863441320255,632
11,355.25600909481466,635
11,357.8397097057332,645
11,355.6940963817082,639
11,358.93378102341967,647
11,357.4009883128994,644
11,358.36143721195134,646
11,356.625347965563,641
11,355.82366929287014,640
11,356.8361478488199,644
11,360.0708045171927,651
11,356.37343914022455,643
11,359.97300114771974,648
11,358.80409260250383,649
11,359.6731006218963,645
11,358.34190938283103,645
12,397.91734886810895,717
12,400.68262187874114,724
12,395.18484666123743,712
12,392.31586359371124,705
12,395.785349564742,712
12,395.59560270490493,712
12,395.53317606085324,714
12,397.5707306302514,716
12,390.51836874371145,703
12,399.61766285716976,719
12,396.84686042340473,715
12,395.2460635949196,708
12,395.86162692866856,712
12,393.9586377685409,710
12,394.8760878838085,711
12,395.59926712087565,709
12,397.54721802119786,717
12,397.33189353648777,715
12,395.7670357582178,712
12,397.8799115533322,713
12,393.80050774275236,708
12,396.31355930391453,711
12,399.0107740966134,725
12,395.8327089291791,711
12,398.46744724073756,717
12,395.45519210345117,709
12,396.9487501554413,718
12,395.38642201723934,713
12,397.10827030664655,716
12,395.61733598617855,707
